,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
2,"ABC of our soldiers. 4to., bds. is. net GALE & P., Nov. 15",,,ABC of our soldiers,GALE & P.,,0.0,4to.,"ABC of our soldiers. 4to., bds. is. net GALE & P., Nov. 15",,,,Nov. 15,
5,"Abbott (Edwin A.)-Miscellanea Evangelica. II, Christ's miracles of feeding. 8vo. 33. net CAMB, UNIV. PR., Aug. 15",Abbott,Edwin A.,Miscellanea Evangelica,"CAMB, UNIV. PR.",,0.0,8vo.,"Abbott (Edwin A.)-Miscellanea Evangelica. II, Christ's miracles of feeding. 8vo. 33. net CAMB, UNIV. PR., Aug. 15",Edwin A. Abbott,['Abbott (Edwin A.)'],,Aug. 15,
8,"Abbott (P.)-Exercises in arithmetic and men- suration. Cr. 8vo., 38. 6d. w. answ. 4s. 60. LONGMANS, Jan. 15",Abbott,P.,Exercises in arithmetic and men- suration,LONGMANS,,0.0,8vo.,"Abbott (P.)-Exercises in arithmetic and men- suration. Cr. 8vo., 38. 6d. w. answ. 45. 60. LONGMANS, Jan. 15",P. Abbott,['Abbott (P.)'],,Jan. 15,
14,"Aberdeen University-Annual statistical report, 1913-14. Ifd. . WYMAN, Mar. 15",,,Aberdeen University-Annual statistical report,WYMAN,,0.0,,"Aberdeen University-Annual statistical report, 1913-14. Ifd. . WYMAN, Mar. 15",,,,Mar. 15,
15,"Academy Architecture and Architectural Review. Vols. 46 and 47. Ryl. 8vo., ea. 4s. rod. net, swd. 43. net ...OFFICE, Feb., etc. 15",,,Academy Architecture and Architectural Review,OFFICE,,0.0,8vo.,"Academy Architecture and Architectural Review. Vols. 46 and 47. Ryl. 8vo., ea. 45. rod. net, swd. 43. net ...OFFICE, Feb., etc. 15",,,,"Feb., etc. 15",
16,"Accounts (Public)-Committee of : First report. fd. WYMAN, Feb. 15",Accounts,Public,Committee of : First report,WYMAN,,0.0,,"Accounts (Public)-Committee of : First report. fd. WYMAN, Feb. 15",Public Accounts,['Accounts (Public)'],,Feb. 15,
17,"Accounts (Public)-Second report from the Committee on. id. . WYMAN, June 15",Accounts,Public,Second report from the Committee on,WYMAN,,0.0,,"Accounts (Public)-Second report from the Committee on. id. . WYMAN, June 15",Public Accounts,['Accounts (Public)'],,June 15,
20,"Achievement of France (The). Repr. fr. The Times. 18mo. is. net swd. METHUEN, July 15",,,Achievement of France (The),METHUEN,,0.0,18mo.,"Achievement of France (The). Repr. fr. The Times. 18mo. is. net swd. METHUEN, July 15",,,,July 15,
23,"Acts—Ascot District Gas and Electricity, is. 3d. ; Blyth Harbour, is. 3d. ; Bristol Tramways, 3d.; Bury and District Joint Water Bd., 6d. ; Doncaster Corporation, 4s. 6d.; Dunfermline and District Tramways (Exten.) Ord. Confirm., 2s. ; Falmouth Docks, is.; Foleshill Road (Coventry) Congregational Chapel Scheme Confirm., 6d.; Gas and Water Ord. Confirm. (No. 1), 43. ; Glasgow Corporation (Parks, &c.) Ord. Confirm., is, 6d.; Great Central Railway, 6d. ; Ilfracombe Gas, 2s. ; Irvine and District Water Bd. Confirm., 1s. 3d. ; Kilmarnock Gas Ord. Confirm., 3d. ; Land Drainage Prov. Ord. Confirm. (Fangfoss, &c.), 3d. ; Ditto (Ouse), 1s.; Liverpool Corporation, 9d.; L.G.B. Prov. Ord. Confirm. (No. 6), is. 6d.; L.G.B. (Ireland) Prov. Ord. Confirm. (No. 1), is. ; London Chatham and Dover Railway, gd. ; London Electric Railway Companies' Facilities, 3d.; Mersey Railway, 6d.; Port Glasgow Gas and Burgh Exten. Ord. Confirm., 2s. 3d. ; Prov. Ord. (Marriages) Confirm., 3d.; Salop County Council (Shirehall and Guildhall), 9d. ; Sheffield Corporation (Tramways), gd.; Skegness Gas 2s. 3d. ; South Staffordshire Waterworks, 3s. ; Southend Waterworks, s. WYMAN, Sept. 15",,,"Acts—Ascot District Gas and Electricity, is",WYMAN,,0.0,,"Acts—Ascot District Gas and Electricity, is. 3d. ; Blyth Harbour, is. 3d. ; Bristol Tramways, 3d.; Bury and District Joint Water Bd., 6d. ; Doncaster Corporation, 4s. 6d.; Dunfermline and District Tramways (Exten.) Ord. Confirm., 25. ; Falmouth Docks, is.; Foleshill Road (Coventry) Congregational Chapel Scheme Confirm., 6d.; Gas and Water Ord. Confirm. (No. 1), 43. ; Glasgow Corporation (Parks, &c.) Ord. Confirm., is, 6d.; Great Central Railway, 6d. ; Ilfracombe Gas, 25. ; Irvine and District Water Bd. Confirm., Is. 3d. ; Kilmarnock Gas Ord. Confirm., 3d. ; Land Drainage Prov. Ord. Confirm. (Fangfoss, &c.), 3d. ; Ditto (Ouse), 15.; Liverpool Corporation, 9d.; L.G.B. Prov. Ord. Confirm. (No. 6), is. 6d.; L.G.B. (Ireland) Prov. Ord. Confirm. (No. 1), is. ; London Chatham and Dover Railway, gd. ; London Electric Railway Companies' Facilities, 3d.; Mersey Railway, 6d.; Port Glasgow Gas and Burgh Exten. Ord. Confirm., 25. 3d. ; Prov. Ord. (Marriages) Confirm., 3d.; Salop County Council (Shirehall and Guildhall), 9d. ; Sheffield Corporation (Tramways), gd.; Skegness Gas 25. 3d. ; South Staffordshire Waterworks, 3s. ; Southend Waterworks, IS. WYMAN, Sept. 15",,,,Sept. 15,
25,"Active service pocket dictionary and letter wallet. 8vo. s. net ..GALE & P., Apr. 15",,,Active service pocket dictionary and letter wallet,GALE & P.,,0.0,8vo.,"Active service pocket dictionary and letter wallet. 8vo. IS. net ..GALE & P., Apr. 15",,,,Apr. 15,
